CI Rel ID,Source Asset ID,Source Asset Name,Source IP Address,Source Port,Source Type,Source Icon,Target Asset ID,Target Asset Name,Target IP Address,Target Port,Target Type,Target Icon,Relationship Type ID,Relationship Type Name,Relationship Color
REL1815,6e425ec9-ae09-4c68-a2b9-689d86b03ab3,Device115,106.74.152.27,63452,Router,,66d928eb-e31b-4761-b0d2-e91b06e28852,Device180,248.129.223.52,3113,Firewall,,4,In Rack,#D81B4E
REL9576,6e425ec9-ae09-4c68-a2b9-689d86b03ab3,Device115,106.74.152.27,46188,Router,,0223c481-0c97-4b35-b947-a8f4065fad97,Device869,180.145.114.11,60119,Printer,,3,Replicated At,#3515A0
REL7795,6e425ec9-ae09-4c68-a2b9-689d86b03ab3,Device115,106.74.152.27,63890,Router,,422a6b54-04bf-4a03-96c3-30412afddb67,Device4,229.109.114.7,53736,Printer,,4,Replicated At,#08A118
REL6617,4967c879-d86c-4260-9e03-78b75ccbf8cd,Device116,211.237.61.143,51575,Switch,,f7c74176-91f6-4f24-befc-f25e1b47639d,Device1,171.118.113.147,60850,Printer,,2,Replicated At,#A7D1C0
REL6101,4967c879-d86c-4260-9e03-78b75ccbf8cd,Device116,211.237.61.143,6338,Switch,,b593281c-eb4c-4b48-b5ef-c3c1995706dc,Device192,86.74.134.156,7328,Firewall,,2,Located In,#BA8F66
REL6436,4967c879-d86c-4260-9e03-78b75ccbf8cd,Device116,211.237.61.143,54356,Switch,,86e763a6-780e-43c7-a0b6-84aacdfac8c5,Device896,36.54.235.114,32354,Router,,3,Depends On,#E283E1
REL2583,58cb131b-8973-42bc-82f4-cc55e43d60cd,Device117,154.89.247.191,2095,Server,,e45709b7-5072-4e34-a331-0d8f06e4719e,Device293,181.191.41.181,40824,Firewall,,4,Physically Connected To,#84C1F4
REL4194,58cb131b-8973-42bc-82f4-cc55e43d60cd,Device117,154.89.247.191,65121,Server,,53c1a7f0-0fe9-4fbc-b012-58fdb1423cc2,Device909,241.122.148.179,58508,Router,,1,Hosted On,#139EA1
REL3661,58cb131b-8973-42bc-82f4-cc55e43d60cd,Device117,154.89.247.191,53052,Server,,136fecde-600e-4f48-b006-c9585855c27a,Device50,78.0.198.207,37877,Router,,2,Replicated At,#2A7E80
REL9821,58cb131b-8973-42bc-82f4-cc55e43d60cd,Device117,154.89.247.191,44070,Server,,d82ba455-08d6-4bc1-b72e-945cc8b1ee38,Device258,246.217.159.56,31560,Printer,,2,Physically Connected To,#D05162
REL1155,58cb131b-8973-42bc-82f4-cc55e43d60cd,Device117,154.89.247.191,43164,Server,,96bbe9c6-1d39-4a8d-9aed-6398926539e5,Device212,15.127.234.96,36236,Server,,5,Replicated At,#C7AC2E
REL4612,8e9a7d4c-4be8-4a6e-9d0b-fab7b19c493f,Device118,117.160.112.32,60826,Router,,a63b1534-83f9-4e9b-be5f-0aab2ec16c09,Device719,166.183.242.12,20534,Printer,,2,Located In,#00C78C
REL2864,8e9a7d4c-4be8-4a6e-9d0b-fab7b19c493f,Device118,117.160.112.32,60997,Router,,7530d73c-df61-4d68-bacb-25fe6ea93116,Device913,81.161.28.116,61157,Router,,3,Owns,#057BBB
REL8416,5346f3eb-5a8c-49b3-9248-5aa55969b57a,Device119,224.222.205.176,11854,Printer,,02437ada-dc83-4365-b734-e4ab53c56046,Device808,136.0.8.8,33874,Server,,3,Owns,#36DC45
REL8163,5346f3eb-5a8c-49b3-9248-5aa55969b57a,Device119,224.222.205.176,64301,Printer,,bc196982-0142-4e53-a6ca-b797e2e16aa4,Device595,159.13.0.116,3424,Firewall,,2,Depends On,#5CF8BD
REL6082,5346f3eb-5a8c-49b3-9248-5aa55969b57a,Device119,224.222.205.176,49980,Printer,,9fde446d-4989-4742-890c-1ea24861bc10,Device868,86.90.7.229,56913,Switch,,2,Physically Connected To,#BE5250
REL4485,5346f3eb-5a8c-49b3-9248-5aa55969b57a,Device119,224.222.205.176,11264,Printer,,9e4655f2-576d-40b0-83a8-bda84101459f,Device62,155.20.34.121,58152,Firewall,,5,Configured On,#75D6FB
REL7033,592c0f29-c44e-4fc9-9c09-8c0f146695aa,Device120,236.64.37.123,23485,Server,,f036f91a-6455-4ef4-a908-ada42c8e6f50,Device202,34.121.186.66,30408,Switch,,2,Configured On,#CBC8F3
REL3602,592c0f29-c44e-4fc9-9c09-8c0f146695aa,Device120,236.64.37.123,63964,Server,,41f6f2e2-2f7f-44cc-823b-596a50497ad6,Device339,243.199.30.52,41650,Firewall,,5,Located In,#109BB3
REL9301,592c0f29-c44e-4fc9-9c09-8c0f146695aa,Device120,236.64.37.123,60060,Server,,d1c2131b-7cd1-4a73-b7b6-52a7bc651d06,Device172,35.30.1.168,65492,Firewall,,5,Replicated At,#B57D70
REL4950,57003389-958d-470a-89fc-be5670c87b8f,Device121,123.8.36.137,49632,Server,,2f90ced7-f6c7-4ec7-a0a6-e6ef22a44565,Device142,175.52.217.207,38465,Firewall,,5,Configured On,#458644
REL1553,57003389-958d-470a-89fc-be5670c87b8f,Device121,123.8.36.137,55465,Server,,bef11807-737a-4e0c-9641-9931447896af,Device813,193.130.249.55,6427,Switch,,4,Connected To,#174150
REL7697,57003389-958d-470a-89fc-be5670c87b8f,Device121,123.8.36.137,17332,Server,,16aa4de4-7139-4ac5-b542-30923b5d875a,Device861,58.207.230.91,56207,Switch,,4,Connected To,#D628FD
REL8259,57003389-958d-470a-89fc-be5670c87b8f,Device121,123.8.36.137,29026,Server,,3bb9bbc4-a222-41bb-81f1-8b6d7fd90c1b,Device690,249.241.30.218,4933,Server,,5,Hosted On,#4E00DF
REL1314,f4b67373-efc7-4c65-95a7-4ba9b42b63b9,Device122,157.218.66.226,17068,Printer,,d49c9007-a6a6-443d-ac17-45748778a556,Device463,173.201.78.219,43825,Firewall,,2,Connected To,#9648FB
REL2345,f4b67373-efc7-4c65-95a7-4ba9b42b63b9,Device122,157.218.66.226,40519,Printer,,c1a6d429-d7f1-495c-b856-8b107c681697,Device111,226.245.187.135,14025,Switch,,2,Physically Connected To,#C41124
REL1615,163f7de3-11f7-4af6-9162-2cbf8afd8bda,Device123,253.243.177.57,65535,Router,,d164961c-b2c3-4308-ae98-da23fa5d778d,Device517,43.53.195.150,39642,Server,,2,Depends On,#0FBFF3
REL4323,163f7de3-11f7-4af6-9162-2cbf8afd8bda,Device123,253.243.177.57,37839,Router,,1f8ea998-0e79-4f93-bba3-4bd64fe82950,Device410,108.105.82.77,5190,Server,,2,Owns,#D5D120
REL5037,163f7de3-11f7-4af6-9162-2cbf8afd8bda,Device123,253.243.177.57,2376,Router,,41f6f2e2-2f7f-44cc-823b-596a50497ad6,Device339,243.199.30.52,57576,Firewall,,4,Connected To,#F593EE
REL1848,163f7de3-11f7-4af6-9162-2cbf8afd8bda,Device123,253.243.177.57,13341,Router,,de170a64-772b-48c6-90ae-a764377d2dc5,Device905,37.239.225.13,20919,Router,,1,Connected To,#5C2DD1
REL3893,93621aa3-3a59-40d8-b5cb-40f5d12b6491,Device124,204.97.246.89,20957,Server,,5d758863-e3a8-4d72-a653-98f075a26474,Device113,49.170.130.52,32032,Printer,,3,Depends On,#8B87C3
REL9390,93621aa3-3a59-40d8-b5cb-40f5d12b6491,Device124,204.97.246.89,54212,Server,,bd95c12f-2c1f-423c-9eff-07552f3b1e4c,Device527,92.145.33.2,27398,Router,,3,Physically Connected To,#F04445
REL1187,93621aa3-3a59-40d8-b5cb-40f5d12b6491,Device124,204.97.246.89,3299,Server,,134221c9-b6ce-4a7c-b903-1141693ceef4,Device108,205.246.113.46,47506,Switch,,5,Hosted On,#DE1724
REL3236,93621aa3-3a59-40d8-b5cb-40f5d12b6491,Device124,204.97.246.89,28329,Server,,7550585b-5c7c-4b2f-9dfa-bc79ebd88dc8,Device93,122.73.215.77,16866,Firewall,,2,Virtualized On,#28068C
REL1624,a3cf0a7a-fa21-46f0-8382-3c7dbb7c547b,Device125,250.126.201.109,39043,Server,,e0cf5e8b-5e47-4e99-ad8b-2c7397c4b975,Device167,96.244.222.62,43485,Printer,,1,Physically Connected To,#40028B
REL4952,a3cf0a7a-fa21-46f0-8382-3c7dbb7c547b,Device125,250.126.201.109,31101,Server,,ad386a97-a485-4c0a-bfe1-05d1ac6a0900,Device653,179.219.61.157,43027,Firewall,,3,Connected To,#591457
REL1181,f051d65d-db77-4fe4-9736-8a509f19e3f9,Device126,32.151.156.11,31626,Server,,a3bc3d64-bafa-4b5b-b09d-ef6bf1956d35,Device534,33.87.131.241,56562,Printer,,4,Configured On,#C0AAF7
REL1443,f051d65d-db77-4fe4-9736-8a509f19e3f9,Device126,32.151.156.11,22398,Server,,cf7af7ce-f5c2-43cd-b98d-836327de7e7b,Device347,212.190.107.72,55732,Firewall,,4,Physically Connected To,#3EA3F2
REL6872,f051d65d-db77-4fe4-9736-8a509f19e3f9,Device126,32.151.156.11,22589,Server,,a41af21c-bf06-47db-9eb7-f4809087f9c1,Device444,169.130.164.78,36179,Firewall,,3,Owns,#01388D
REL2284,f051d65d-db77-4fe4-9736-8a509f19e3f9,Device126,32.151.156.11,59997,Server,,cb2799b8-f7ea-4914-889c-49841a59bc0f,Device994,45.103.140.238,50808,Server,,2,Connected To,#785F3D
REL2956,3e5eb7a4-91c3-4996-bacd-029333035d30,Device127,211.176.225.102,63732,Router,,b7770485-dfb1-4544-862e-ea9a768227fa,Device910,33.162.115.174,16465,Firewall,,4,Configured On,#2B496E
REL9375,4f6e5122-997e-4ba1-a632-03bb3262c6ea,Device128,253.158.248.236,12987,Firewall,,8d362e2c-868a-44fb-aad3-beda4d44f340,Device245,140.217.159.19,12027,Switch,,4,Hosted On,#B5A93C
REL5509,4f6e5122-997e-4ba1-a632-03bb3262c6ea,Device128,253.158.248.236,55406,Firewall,,dde11900-3699-4dfb-a7c8-e6ee352b7fa6,Device74,94.42.167.235,24503,Router,,1,Owns,#048C88
REL6890,4f6e5122-997e-4ba1-a632-03bb3262c6ea,Device128,253.158.248.236,20692,Firewall,,dc77617e-9b5c-4f23-983d-08f414c3776b,Device814,186.68.207.30,45596,Router,,5,Configured On,#3F214C
REL9339,4f6e5122-997e-4ba1-a632-03bb3262c6ea,Device128,253.158.248.236,59307,Firewall,,53103a6c-5118-4340-9890-15aad705ce87,Device247,237.55.146.161,42793,Printer,,3,Configured On,#4C1977
REL5296,d5999b09-52c5-4a66-afe8-b8136240c05d,Device129,38.55.245.99,53180,Printer,,dfb12e64-6eba-4d32-93aa-b5c232e9feb6,Device755,205.166.228.84,57354,Server,,2,Connected To,#FDB51D
REL8055,d5999b09-52c5-4a66-afe8-b8136240c05d,Device129,38.55.245.99,41094,Printer,,c9af74ae-1239-4643-ac37-3f44869d4382,Device22,162.240.60.81,12850,Switch,,4,Physically Connected To,#76F6CC
REL8914,d5999b09-52c5-4a66-afe8-b8136240c05d,Device129,38.55.245.99,47456,Printer,,32f6f79e-9eae-41ce-81aa-9b1714ff706c,Device29,53.87.247.41,34687,Printer,,4,Replicated At,#4D56F7
REL6583,d5999b09-52c5-4a66-afe8-b8136240c05d,Device129,38.55.245.99,514,Printer,,e8d9ddc0-1134-425a-b3d1-90a8db53e2bd,Device407,206.52.21.230,52793,Server,,4,Configured On,#F24C69
REL9146,f7fd4fa7-6649-475f-b43c-13b0e9d473e9,Device130,12.18.238.162,2973,Server,,84573e92-3f8d-486b-9e49-74d078855846,Device384,186.2.247.131,21337,Switch,,1,In Rack,#383FC8
REL1248,f7fd4fa7-6649-475f-b43c-13b0e9d473e9,Device130,12.18.238.162,54362,Server,,25d7b2d8-c4d0-4471-97ba-b7daa02e38c9,Device515,231.194.52.90,11314,Firewall,,2,Depends On,#598174
REL3799,8c8111cc-030b-42e1-918e-e63e6d292399,Device131,241.24.224.103,62395,Switch,,d33db116-704c-410f-ace2-75e063b9e091,Device151,172.160.203.126,64323,Router,,4,Connected To,#526016
REL9333,8c8111cc-030b-42e1-918e-e63e6d292399,Device131,241.24.224.103,5338,Switch,,ddbd196a-17ea-46a5-b2ef-54a0b248aca8,Device583,172.116.141.144,10062,Router,,3,Hosted On,#94D0DA
REL3156,dbd15154-1ac2-42c0-bcd8-e9b040f50d60,Device132,147.161.60.181,11049,Router,,09537d4f-5ec1-4592-a5d8-2faa818009b3,Device488,119.130.152.165,57514,Printer,,1,Connected To,#9E6DED
REL2698,dbd15154-1ac2-42c0-bcd8-e9b040f50d60,Device132,147.161.60.181,46616,Router,,b14fdfa6-2144-4bf3-a7f4-649f7a4da3de,Device646,216.193.107.118,6748,Printer,,3,Hosted On,#305F4B
REL2165,dbd15154-1ac2-42c0-bcd8-e9b040f50d60,Device132,147.161.60.181,16634,Router,,a8cb137a-b6db-44d0-97b7-879549dce3d7,Device701,178.217.107.220,17503,Firewall,,1,Depends On,#22890A
REL7332,dbd15154-1ac2-42c0-bcd8-e9b040f50d60,Device132,147.161.60.181,58375,Router,,e6d92fc3-e017-4221-ae9d-6e9d54b0a908,Device596,93.185.216.54,24252,Server,,4,Hosted On,#088FA1
REL6636,ff839d09-d785-4a47-818f-b5a7fc2a7079,Device133,5.30.255.16,29281,Server,,89c675b8-7685-49ad-bce8-c057bcffc289,Device581,155.234.109.218,20750,Printer,,4,In Rack,#7CA53C
REL5293,0e157cdc-bfff-43e8-bdc9-41ffabd72269,Device134,229.233.71.146,11572,Server,,785b656f-4d09-4876-b3a3-c5a7774b95ee,Device425,187.188.232.251,57043,Server,,4,Located In,#FD7324
REL4149,0e157cdc-bfff-43e8-bdc9-41ffabd72269,Device134,229.233.71.146,45291,Server,,bba72093-7b8a-4ff9-b28a-832e0b83aba2,Device486,152.38.39.29,24148,Router,,5,Replicated At,#0D65ED
REL4864,63f0f1c9-8212-488f-958e-7baf578b1908,Device135,2.176.6.204,31720,Firewall,,748a2942-4c40-47d4-a5cf-92c3f0e47cea,Device373,61.140.148.16,21254,Firewall,,2,Replicated At,#0CF180
REL8631,07080852-3788-4300-9f0f-646b7cd43821,Device136,222.79.13.218,12332,Server,,2e2e1b98-601f-451f-80f3-fd16b82dee5d,Device698,121.152.39.198,39019,Firewall,,5,Connected To,#DD9776
REL6645,07080852-3788-4300-9f0f-646b7cd43821,Device136,222.79.13.218,63689,Server,,b7a2aa28-7ec8-48de-b51c-6544d858822e,Device315,35.183.246.57,59637,Firewall,,4,Located In,#9A3EB3
REL8845,07080852-3788-4300-9f0f-646b7cd43821,Device136,222.79.13.218,54294,Server,,97d82aaa-00c1-49d0-93a6-ebff3706d309,Device420,68.142.29.115,39160,Server,,4,Virtualized On,#94164C
REL1486,4ed7482b-96cd-4e64-81f0-47ee4cdfb92a,Device137,0.151.161.92,8118,Firewall,,5f8bc02e-fca3-41d8-9505-cc38092f5e95,Device619,247.193.228.137,10685,Server,,1,Hosted On,#C5B36A
REL2399,4ed7482b-96cd-4e64-81f0-47ee4cdfb92a,Device137,0.151.161.92,37479,Firewall,,d03b9c1b-6798-4b2d-b7fb-4b358ba5951b,Device45,154.75.126.177,52491,Printer,,1,Hosted On,#755205
REL5997,95f9aa4a-2af8-4487-95f1-fab0bd1fbc79,Device138,97.145.72.208,43025,Router,,bd1a2cac-0bb6-4925-9463-3775f1f8a2d7,Device788,148.161.64.73,6701,Router,,4,Depends On,#B76558
REL9544,95f9aa4a-2af8-4487-95f1-fab0bd1fbc79,Device138,97.145.72.208,63767,Router,,8619f1f0-838b-4a38-8e1d-dc5625860198,Device899,90.72.42.190,27479,Server,,3,Configured On,#C843A2
REL5822,95f9aa4a-2af8-4487-95f1-fab0bd1fbc79,Device138,97.145.72.208,26153,Router,,bfeddcd2-379f-41d3-83f6-099a4ad19d66,Device261,113.195.131.46,31973,Server,,1,Replicated At,#860DB7
REL7373,49df5182-9f5d-4dde-b7be-9f2ee9c91e39,Device139,229.104.203.6,9545,Server,,1c180ae5-c469-48b7-8737-1fafc691877f,Device96,221.102.121.165,34795,Server,,1,Physically Connected To,#49B256
REL4791,49df5182-9f5d-4dde-b7be-9f2ee9c91e39,Device139,229.104.203.6,33359,Server,,840f4c06-2e3e-4308-810f-1fb8c300b33c,Device922,245.103.252.187,22313,Switch,,1,Connected To,#B51EA4
REL3020,49df5182-9f5d-4dde-b7be-9f2ee9c91e39,Device139,229.104.203.6,10865,Server,,cea807d5-ec7b-4e4d-b7f4-c6bdc998b86f,Device216,186.255.46.122,10819,Router,,5,In Rack,#1216DD
REL9823,49df5182-9f5d-4dde-b7be-9f2ee9c91e39,Device139,229.104.203.6,60256,Server,,10a4d306-7da7-4342-b40a-dd562df003c1,Device884,158.247.31.70,23148,Printer,,4,Hosted On,#B1B68B
REL2485,49df5182-9f5d-4dde-b7be-9f2ee9c91e39,Device139,229.104.203.6,30649,Server,,6c4080e0-fa6e-4d09-8636-fff0f14383dd,Device863,220.80.141.205,5282,Router,,4,Physically Connected To,#9DE955
REL4820,48f6aa0a-1b9d-4165-8f39-88034b8b9a86,Device140,188.248.212.225,36076,Server,,39a42be2-c279-43a8-bc03-ea9d85574da2,Device437,220.62.222.107,25816,Printer,,4,Physically Connected To,#59B3B0
REL8784,d1fde8e1-4df2-4daf-a38b-1cc117e985a4,Device141,245.153.147.246,6060,Firewall,,9ef4d772-a88b-4349-aff6-8779a7d598f7,Device525,176.129.240.225,13986,Server,,3,Owns,#AF70E2
REL3977,d1fde8e1-4df2-4daf-a38b-1cc117e985a4,Device141,245.153.147.246,61562,Firewall,,b6ced529-80c6-4951-85f3-0255a8f512bb,Device177,187.137.234.77,57641,Router,,4,Hosted On,#3370EA
REL1841,2f90ced7-f6c7-4ec7-a0a6-e6ef22a44565,Device142,175.52.217.207,34703,Firewall,,58cb131b-8973-42bc-82f4-cc55e43d60cd,Device117,154.89.247.191,61504,Server,,5,Located In,#9FEA3E
REL1052,2f90ced7-f6c7-4ec7-a0a6-e6ef22a44565,Device142,175.52.217.207,34694,Firewall,,02765a44-dc47-4558-a318-0f44f90e09f1,Device200,13.134.200.112,35474,Printer,,1,Located In,#AF4F75
REL4638,2f90ced7-f6c7-4ec7-a0a6-e6ef22a44565,Device142,175.52.217.207,58754,Firewall,,6a48437c-c46c-4d96-86b4-39bc5acc2c9e,Device51,223.177.43.167,64152,Server,,1,Virtualized On,#E52A3B
REL2286,4a776e44-817f-40aa-9d85-57f888601fe8,Device143,30.9.160.136,48174,Printer,,31af7f6c-9ab0-429b-8853-bf00a80afc06,Device889,45.89.28.66,32339,Router,,1,Replicated At,#728405
REL3882,4a776e44-817f-40aa-9d85-57f888601fe8,Device143,30.9.160.136,65028,Printer,,1ee76474-0684-4eff-85a8-42b7ce03cd85,Device290,255.132.44.247,32824,Switch,,3,Physically Connected To,#D29E15
REL8581,4a776e44-817f-40aa-9d85-57f888601fe8,Device143,30.9.160.136,1560,Printer,,14f150be-c9d9-47de-a92e-ce0221e4394a,Device530,159.229.42.149,56025,Switch,,1,Configured On,#2D6A76
REL4392,4a776e44-817f-40aa-9d85-57f888601fe8,Device143,30.9.160.136,33511,Printer,,91ea75fe-91cb-4c00-b25e-6ba9eab95c63,Device35,75.158.130.215,61503,Server,,1,Hosted On,#9FD4E6
REL2745,4c90f931-c9ae-4d53-b1d3-2bf32908f591,Device144,112.123.92.67,37734,Router,,386715ca-b1ad-4121-98d6-96813c43a120,Device320,231.87.240.248,23458,Printer,,2,Located In,#F040D3
REL4051,4c90f931-c9ae-4d53-b1d3-2bf32908f591,Device144,112.123.92.67,25448,Router,,b7a2aa28-7ec8-48de-b51c-6544d858822e,Device315,35.183.246.57,9208,Firewall,,4,Replicated At,#76471D
REL4635,4c90f931-c9ae-4d53-b1d3-2bf32908f591,Device144,112.123.92.67,36463,Router,,f4045ed7-265a-4fc9-a9e0-74ad2bf80e9b,Device6,124.184.237.96,22785,Server,,2,Hosted On,#C193AB
REL5126,5142644f-e927-48ae-9fa2-9b7f104c9344,Device145,18.242.60.103,31904,Router,,e5a3c048-a435-4e75-94b9-7bed5262bf1f,Device430,154.129.129.65,54411,Server,,3,Configured On,#1A38BA
REL5818,5142644f-e927-48ae-9fa2-9b7f104c9344,Device145,18.242.60.103,40774,Router,,60b17ff3-3935-4dbe-a464-97e1d79e417d,Device378,13.233.229.62,56350,Printer,,2,Depends On,#E326EB
REL5847,5142644f-e927-48ae-9fa2-9b7f104c9344,Device145,18.242.60.103,20548,Router,,db742b5a-a538-4c5a-b9a0-a0fb2df2f646,Device983,53.167.82.81,9883,Router,,3,Connected To,#92E911
REL9449,49eee684-e98c-42ae-8aac-2137e1e43665,Device146,247.17.249.232,34222,Printer,,df1bab2f-2d72-44eb-938a-520e13197467,Device867,180.102.84.172,15283,Server,,2,In Rack,#A1DAD1
REL6414,49eee684-e98c-42ae-8aac-2137e1e43665,Device146,247.17.249.232,57870,Printer,,530384ea-07c0-4ef2-a34c-2372bf4f40e0,Device206,232.100.198.94,25522,Switch,,4,Virtualized On,#827962
REL8339,49eee684-e98c-42ae-8aac-2137e1e43665,Device146,247.17.249.232,17964,Printer,,f5d595ea-a18b-4538-8924-4ddf677851a1,Device535,212.121.60.228,3777,Printer,,3,Replicated At,#800160
REL3737,39eb610d-2e81-46f1-9d45-f9ce795b5667,Device147,193.207.86.137,3040,Server,,19bdae0a-45d0-42d3-b97e-895b3dc40e94,Device880,153.76.6.163,39724,Printer,,2,Owns,#F6C434
REL3870,39eb610d-2e81-46f1-9d45-f9ce795b5667,Device147,193.207.86.137,58276,Server,,f7d2c3b2-508e-45a4-965e-7e050f29b6b5,Device851,168.184.17.195,34331,Server,,2,Hosted On,#9B4676
REL7698,b269872f-7b87-438e-9097-6fa2900e8c66,Device148,78.52.243.148,2669,Printer,,42958e85-9702-4600-a4a4-d208610d46b6,Device163,65.79.163.98,10116,Switch,,4,Depends On,#D9EE5D
REL3245,b269872f-7b87-438e-9097-6fa2900e8c66,Device148,78.52.243.148,14034,Printer,,d1f89818-b8c7-4d96-b0c3-50e39749c7f1,Device640,113.41.123.24,27777,Router,,2,Owns,#332E6C
REL6575,b269872f-7b87-438e-9097-6fa2900e8c66,Device148,78.52.243.148,40157,Printer,,cf841841-386b-4fea-9107-92cdbdf186bf,Device778,190.204.46.85,53865,Router,,4,Hosted On,#26D738
REL3797,b269872f-7b87-438e-9097-6fa2900e8c66,Device148,78.52.243.148,21196,Printer,,c407bdc9-58f6-4080-83d4-385d7ae1d632,Device876,48.149.35.6,24481,Printer,,2,Configured On,#C7FC17
REL8863,b269872f-7b87-438e-9097-6fa2900e8c66,Device148,78.52.243.148,5282,Printer,,0a534f81-b3be-4c49-962f-841f7a435a2a,Device984,200.30.77.118,21519,Switch,,3,Located In,#136024
REL6431,a5ebae88-343d-4743-9008-9069b7af4cfc,Device149,94.225.203.238,44943,Firewall,,70cc69a3-05ce-44fc-9114-662a0aa4d7c0,Device953,156.243.160.181,29104,Firewall,,3,Configured On,#5959BD
REL7809,a5ebae88-343d-4743-9008-9069b7af4cfc,Device149,94.225.203.238,27773,Firewall,,58a07e93-8cc9-4972-97d1-cd5e8948e5b1,Device24,220.115.107.157,48219,Server,,4,Configured On,#102D97
REL4518,a5ebae88-343d-4743-9008-9069b7af4cfc,Device149,94.225.203.238,57226,Firewall,,e026df49-8511-422b-a5a5-43287f3ec60c,Device356,69.21.47.55,48430,Router,,2,Virtualized On,#1A9B3C
REL5331,4b16b764-d64a-4df1-ba05-735aeffe8813,Device150,73.235.190.219,57124,Server,,b6ced529-80c6-4951-85f3-0255a8f512bb,Device177,187.137.234.77,12715,Router,,2,Depends On,#5727EA
REL7773,4b16b764-d64a-4df1-ba05-735aeffe8813,Device150,73.235.190.219,11265,Server,,d1c2131b-7cd1-4a73-b7b6-52a7bc651d06,Device172,35.30.1.168,56002,Firewall,,2,Owns,#675E24
REL9043,4b16b764-d64a-4df1-ba05-735aeffe8813,Device150,73.235.190.219,65125,Server,,c07e13b1-a10f-422c-aa1f-daec58adee62,Device196,121.146.169.39,49623,Firewall,,1,Hosted On,#72F99E
REL4721,4b16b764-d64a-4df1-ba05-735aeffe8813,Device150,73.235.190.219,54777,Server,,8780065a-8d16-43e1-b518-848073179a68,Device42,163.147.68.233,27931,Switch,,4,Located In,#7A4CBB
REL7512,d33db116-704c-410f-ace2-75e063b9e091,Device151,172.160.203.126,7702,Router,,d5965923-4315-4370-a259-240dead10f67,Device551,111.17.121.187,8647,Firewall,,5,Virtualized On,#3505B1
REL7245,a698903b-5a30-4514-9284-3d1d92e24164,Device152,109.89.135.23,5278,Switch,,030c918d-98a0-4d76-8dcd-66e45d1a141b,Device598,93.14.198.61,30150,Firewall,,4,Hosted On,#2B614B
REL2078,a698903b-5a30-4514-9284-3d1d92e24164,Device152,109.89.135.23,15196,Switch,,cb2799b8-f7ea-4914-889c-49841a59bc0f,Device994,45.103.140.238,53532,Server,,2,Owns,#F2FBFA
REL9746,6b5ed21c-fd12-42f0-a63a-83b7318d676b,Device153,178.91.124.149,896,Printer,,6dd8ea12-5d9f-4b53-8545-d404e1e35470,Device623,131.230.92.90,17137,Router,,1,Virtualized On,#971A62
REL9601,6b5ed21c-fd12-42f0-a63a-83b7318d676b,Device153,178.91.124.149,43397,Printer,,61d3aaa5-a756-4bf6-9852-fe66b4819335,Device529,16.69.238.245,48261,Router,,3,Physically Connected To,#48A388
REL8773,6b5ed21c-fd12-42f0-a63a-83b7318d676b,Device153,178.91.124.149,11133,Printer,,93338664-2e60-4e23-a45a-3bb00a75aa95,Device784,73.55.25.10,58657,Printer,,4,Located In,#27A73C
REL1515,d46b9189-1007-4421-ab6e-4a4f0a2a6e10,Device154,181.200.201.44,47321,Firewall,,44ec3185-a04a-4fa5-a8fb-91912f218748,Device511,130.64.44.234,37494,Switch,,2,Virtualized On,#C26649
REL5479,d46b9189-1007-4421-ab6e-4a4f0a2a6e10,Device154,181.200.201.44,54291,Firewall,,c07e13b1-a10f-422c-aa1f-daec58adee62,Device196,121.146.169.39,57788,Firewall,,3,Configured On,#EDBA13
REL3323,d46b9189-1007-4421-ab6e-4a4f0a2a6e10,Device154,181.200.201.44,27982,Firewall,,7138fa43-66ad-4196-a524-d8607b5de0ce,Device501,134.42.221.75,51296,Switch,,2,Replicated At,#663371
REL7102,a0fee2b4-1a79-4d32-8adf-1e13c0b031ce,Device155,177.80.135.10,33155,Firewall,,68abf07a-0225-42d2-a114-7d28385df0d5,Device227,0.154.131.118,54066,Switch,,3,Physically Connected To,#CFF6EB
REL7281,a0fee2b4-1a79-4d32-8adf-1e13c0b031ce,Device155,177.80.135.10,63775,Firewall,,a91f3d20-001b-4f87-b802-1866ff55798f,Device523,8.128.71.158,50275,Printer,,4,Located In,#232E2D
REL8789,6f9836da-0200-4bd1-a501-d2fb98e9ae5d,Device156,240.209.118.227,6542,Firewall,,1ee76474-0684-4eff-85a8-42b7ce03cd85,Device290,255.132.44.247,45230,Switch,,5,Configured On,#7D6DAC
REL4203,6f9836da-0200-4bd1-a501-d2fb98e9ae5d,Device156,240.209.118.227,21913,Firewall,,d12da5ec-ec64-4626-b0cb-1eb8d0ccf603,Device735,95.202.196.174,43451,Switch,,4,Configured On,#16EEFE
REL8061,6f9836da-0200-4bd1-a501-d2fb98e9ae5d,Device156,240.209.118.227,4254,Firewall,,6d894ad7-f0ef-4790-8abf-837b2955e904,Device832,200.81.220.5,14155,Switch,,4,Virtualized On,#88ACAD
REL5279,cdfb37fa-4191-486f-9d90-5dd89c92a83a,Device157,30.250.30.204,57880,Server,,f5d595ea-a18b-4538-8924-4ddf677851a1,Device535,212.121.60.228,27161,Printer,,1,Owns,#38E647
REL1133,cdfb37fa-4191-486f-9d90-5dd89c92a83a,Device157,30.250.30.204,30135,Server,,d5146bdb-3f54-4f54-8cd8-f2c92c9eb6b0,Device631,173.49.158.162,23314,Router,,1,Connected To,#B76BF7
