CI Rel ID,Source Asset ID,Source Asset Name,Source IP Address,Source Port,Source Type,Source Icon,Target Asset ID,Target Asset Name,Target IP Address,Target Port,Target Type,Target Icon,Relationship Type ID,Relationship Type Name,Relationship Color
REL2976,4091,AUSYCT-28A-MU3Z,226.183.45.102,7365,Router,Icon,599,AUSYCT-28A-8AFP,139.39.176.136,110,Router,Icon,50,Physically Connected To,#000000
REL7,25,AUSYCT-28A-6F7Z,185.11.164.193,50729,Router,Icon,1001,AUSYCT-28A-EG1E,117.121.69.183,63979,Server,Icon,21,Connected To,#000000
REL975,6492,AUSYCT-28A-N3PQ,252.161.2.204,48901,Router,Icon,4891,AUSYCT-28A-XKYR,117.204.239.169,13669,Switch,Icon,37,Physically Connected To,#000000
REL2117,3367,AUSYCT-28A-PU0K,5.114.4.122,25827,Switch,Icon,5787,AUSYCT-28A-JCKN,59.138.167.107,44667,Switch,Icon,23,Connected To,#000000
REL9334,3130,AUSYCT-28A-DSFZ,104.136.235.218,797,Switch,Icon,4284,AUSYCT-28A-U63M,61.21.230.145,24002,Printer,Icon,47,In Rack,#000000
REL7970,6871,AUSYCT-28A-ZUQR,113.192.190.230,51299,Firewall,Icon,5377,AUSYCT-28A-5B2U,89.79.132.206,34292,Switch,Icon,81,In Rack,#000000
REL2474,9438,AUSYCT-28A-J8NE,107.63.81.163,34685,Firewall,Icon,3651,AUSYCT-28A-48QA,169.165.58.93,6047,Server,Icon,84,Connected To,#000000
REL2722,1950,AUSYCT-28A-CTHD,18.51.49.177,31322,Printer,Icon,4731,AUSYCT-28A-17PO,168.20.213.60,32163,Printer,Icon,91,Depends On,#000000
REL9051,7586,AUSYCT-28A-BTOU,148.146.142.173,10980,Printer,Icon,7988,AUSYCT-28A-MXEP,177.96.192.59,63897,Firewall,Icon,47,Physically Connected To,#000000
REL9908,1693,AUSYCT-28A-27ET,141.214.15.16,15263,Printer,Icon,2368,AUSYCT-28A-J6FH,46.227.203.26,7670,Server,Icon,81,Connected To,#000000
REL7720,622,AUSYCT-28A-GCFY,35.244.178.62,51465,Firewall,Icon,1897,AUSYCT-28A-UM0H,185.21.189.166,44609,Router,Icon,2,Connected To,#000000
REL7836,1576,AUSYCT-28A-OABV,231.104.18.37,46107,Firewall,Icon,223,AUSYCT-28A-ZCUB,72.215.15.231,35264,Router,Icon,68,Hosted On,#000000
REL4185,25,AUSYCT-28A-6F7Z,185.11.164.193,38591,Router,Icon,8790,AUSYCT-28A-W8VW,16.11.219.124,42534,Switch,Icon,59,Located In,#000000
REL5848,1491,AUSYCT-28A-Y1DO,73.35.126.178,42970,Firewall,Icon,976,AUSYCT-28A-VX6I,167.165.207.254,974,Server,Icon,72,Virtualized On,#000000
REL3780,2178,AUSYCT-28A-99ES,150.39.230.84,48083,Printer,Icon,9194,AUSYCT-28A-1WPS,140.227.109.57,19434,Switch,Icon,54,Replicated At,#000000
REL8839,8893,AUSYCT-28A-NJHZ,197.97.190.98,9649,Switch,Icon,1147,AUSYCT-28A-3X9P,200.6.123.203,4127,Printer,Icon,48,Located In,#000000
REL9945,7381,AUSYCT-28A-PZX5,162.11.14.94,59324,Switch,Icon,5374,AUSYCT-28A-VYD1,251.78.64.107,59599,Server,Icon,42,Owns,#000000
REL6697,6230,AUSYCT-28A-AD4K,175.151.13.140,50175,Printer,Icon,1970,AUSYCT-28A-UXXQ,133.130.178.180,26449,Firewall,Icon,59,Connected To,#000000
REL1457,6101,AUSYCT-28A-DYS6,152.248.113.179,27807,Firewall,Icon,4357,AUSYCT-28A-JAMH,35.202.113.195,34740,Server,Icon,84,Replicated At,#000000
REL1312,7767,AUSYCT-28A-6L24,55.132.63.120,6477,Firewall,Icon,5470,AUSYCT-28A-MT7O,10.92.235.250,22902,Switch,Icon,66,In Rack,#000000
REL2230,6827,AUSYCT-28A-YSXU,32.17.84.80,15396,Printer,Icon,8388,AUSYCT-28A-ZQAR,19.182.224.91,31530,Server,Icon,15,Replicated At,#000000
REL8322,9772,AUSYCT-28A-6LWV,92.20.155.218,43806,Printer,Icon,631,AUSYCT-28A-NL2E,37.139.37.214,38973,Router,Icon,90,Located In,#000000
REL9051,5948,AUSYCT-28A-A84P,159.215.227.226,61359,Router,Icon,4,AUSYCT-28A-OJM6,214.163.24.47,27799,Firewall,Icon,94,In Rack,#000000
REL308,8730,AUSYCT-28A-CM1C,217.114.180.76,55871,Server,Icon,7553,AUSYCT-28A-UVLK,32.190.164.242,60966,Printer,Icon,86,Depends On,#000000
REL632,4187,AUSYCT-28A-GBK5,176.126.119.0,14542,Server,Icon,1316,AUSYCT-28A-SJYD,241.195.171.210,6518,Firewall,Icon,80,Physically Connected To,#000000
REL340,7616,AUSYCT-28A-JHHH,86.79.125.139,33086,Switch,Icon,4366,AUSYCT-28A-UEF6,137.150.60.220,19015,Printer,Icon,99,Connected To,#000000
REL8398,1202,AUSYCT-28A-UZWW,241.107.221.7,56800,Server,Icon,8348,AUSYCT-28A-RMY8,228.192.181.170,23734,Server,Icon,65,Connected To,#000000
REL1840,6856,AUSYCT-28A-QR18,90.204.6.68,4938,Printer,Icon,5553,AUSYCT-28A-M8DJ,173.157.247.62,48365,Printer,Icon,72,Connected To,#000000
REL8702,3535,AUSYCT-28A-GA3C,95.233.234.113,53864,Printer,Icon,1359,AUSYCT-28A-WD9E,226.56.77.41,30427,Server,Icon,85,Depends On,#000000
REL5267,6618,AUSYCT-28A-KCJ1,108.68.13.112,2809,Router,Icon,8649,AUSYCT-28A-J7SM,178.243.188.45,822,Firewall,Icon,83,In Rack,#000000
REL3493,9401,AUSYCT-28A-I4K9,175.164.246.56,46006,Router,Icon,1393,AUSYCT-28A-WGHC,127.202.39.212,39822,Switch,Icon,22,In Rack,#000000
REL4276,1890,AUSYCT-28A-EYIK,106.82.183.145,5482,Printer,Icon,7366,AUSYCT-28A-VTIR,18.1.172.237,25042,Printer,Icon,63,Connected To,#000000
REL9488,2662,AUSYCT-28A-8LXK,211.82.91.156,44997,Switch,Icon,4363,AUSYCT-28A-WNWD,111.224.91.46,39852,Switch,Icon,50,In Rack,#000000
REL5227,6407,AUSYCT-28A-UH1F,54.195.254.83,15598,Printer,Icon,739,AUSYCT-28A-R808,251.111.49.175,59248,Firewall,Icon,55,Located In,#000000
REL1799,1267,AUSYCT-28A-ZTQ1,89.140.194.15,56296,Router,Icon,2953,AUSYCT-28A-TVXB,83.101.118.166,51300,Switch,Icon,68,Connected To,#000000
REL6297,1353,AUSYCT-28A-99GW,96.10.121.226,24424,Printer,Icon,5125,AUSYCT-28A-5UZT,139.27.48.95,43879,Printer,Icon,99,Connected To,#000000
REL1981,7458,AUSYCT-28A-NKDK,64.244.224.24,21535,Router,Icon,6942,AUSYCT-28A-JZ6I,4.148.111.146,45183,Printer,Icon,5,Physically Connected To,#000000
REL7668,8248,AUSYCT-28A-37T7,154.101.73.12,53109,Printer,Icon,627,AUSYCT-28A-ZL1Q,111.177.13.26,17238,Switch,Icon,44,Connected To,#000000
REL5809,4260,AUSYCT-28A-AA4V,132.228.56.22,55273,Switch,Icon,3251,AUSYCT-28A-ACBT,34.133.134.201,18919,Router,Icon,75,Located In,#000000
REL8091,5079,AUSYCT-28A-2ANS,21.240.163.168,17037,Switch,Icon,2239,AUSYCT-28A-HL2N,164.205.232.140,42872,Firewall,Icon,41,In Rack,#000000
REL2342,1011,AUSYCT-28A-ZX7L,241.254.253.101,24310,Printer,Icon,4658,AUSYCT-28A-KIQ3,188.118.60.91,60756,Switch,Icon,31,Connected To,#000000
REL9770,8596,AUSYCT-28A-7N42,128.57.203.168,52484,Router,Icon,1601,AUSYCT-28A-4147,67.1.204.45,24682,Printer,Icon,100,Virtualized On,#000000
REL3150,9007,AUSYCT-28A-PNAJ,51.233.172.166,29432,Printer,Icon,9898,AUSYCT-28A-OEO9,5.234.29.33,30410,Printer,Icon,89,In Rack,#000000
REL6472,6459,AUSYCT-28A-SLO2,157.108.207.84,42511,Firewall,Icon,6367,AUSYCT-28A-3VYO,171.192.13.76,32570,Server,Icon,97,Depends On,#000000
REL4391,6763,AUSYCT-28A-1BJO,104.169.85.33,5097,Printer,Icon,1226,AUSYCT-28A-DNS4,227.26.205.63,48087,Printer,Icon,23,Hosted On,#000000
REL5026,7378,AUSYCT-28A-NHVQ,214.88.148.175,13765,Server,Icon,2223,AUSYCT-28A-TTAQ,122.3.52.175,18752,Switch,Icon,1,Physically Connected To,#000000
REL3117,1495,AUSYCT-28A-T8I8,246.242.212.94,12909,Firewall,Icon,7749,AUSYCT-28A-C48P,100.71.117.77,59515,Switch,Icon,75,Physically Connected To,#000000
REL8039,9122,AUSYCT-28A-EHN3,118.65.193.252,28911,Printer,Icon,7285,AUSYCT-28A-72EU,254.98.134.159,46616,Firewall,Icon,39,Depends On,#000000
REL703,1994,AUSYCT-28A-0LH3,122.131.112.154,33741,Router,Icon,2033,AUSYCT-28A-Q95I,19.125.219.72,13908,Switch,Icon,22,Virtualized On,#000000
REL5940,5146,AUSYCT-28A-8EXP,217.147.24.78,50757,Switch,Icon,8862,AUSYCT-28A-8BE0,50.48.132.226,18070,Router,Icon,29,Connected To,#000000
REL512,6576,AUSYCT-28A-CTEM,28.84.73.240,33624,Switch,Icon,2521,AUSYCT-28A-VBSE,169.8.3.171,48230,Switch,Icon,77,Physically Connected To,#000000
REL2589,2452,AUSYCT-28A-NG8O,217.151.113.234,57493,Switch,Icon,2798,AUSYCT-28A-C073,173.134.189.184,23602,Firewall,Icon,59,Depends On,#000000
REL1546,4098,AUSYCT-28A-YUFO,232.230.121.180,16466,Printer,Icon,422,AUSYCT-28A-LNMX,53.220.10.249,21690,Server,Icon,14,Connected To,#000000
REL3868,9103,AUSYCT-28A-AUVQ,67.77.16.173,43305,Switch,Icon,4032,AUSYCT-28A-W2JY,151.36.131.74,9457,Firewall,Icon,84,Hosted On,#000000
REL1162,6894,AUSYCT-28A-IEV4,18.11.28.8,6227,Firewall,Icon,10000,AUSYCT-28A-9FE7,21.161.198.108,30090,Router,Icon,30,Connected To,#000000
REL2885,2257,AUSYCT-28A-TPW0,165.185.95.66,34386,Router,Icon,5906,AUSYCT-28A-P436,132.251.27.232,8231,Switch,Icon,61,Owns,#000000
REL5007,2248,AUSYCT-28A-9IMF,198.204.77.182,23396,Server,Icon,787,AUSYCT-28A-1PPK,224.163.173.84,38499,Firewall,Icon,41,Located In,#000000
REL9459,3875,AUSYCT-28A-L00G,57.137.53.228,60664,Switch,Icon,9249,AUSYCT-28A-9OO6,154.145.14.217,8004,Printer,Icon,9,Configured On,#000000
REL5598,6912,AUSYCT-28A-TNIS,114.108.17.30,33600,Printer,Icon,903,AUSYCT-28A-K6WV,2.176.83.25,3012,Server,Icon,22,Hosted On,#000000
REL6532,9686,AUSYCT-28A-JQGW,70.185.143.151,42835,Server,Icon,1580,AUSYCT-28A-019I,2.192.90.68,35399,Router,Icon,55,Hosted On,#000000
REL3422,7367,AUSYCT-28A-KE5W,252.180.6.211,9222,Firewall,Icon,1770,AUSYCT-28A-HN1Y,226.108.116.5,34332,Printer,Icon,41,Hosted On,#000000
REL47,4519,AUSYCT-28A-2G4R,233.230.103.78,36886,Router,Icon,5377,AUSYCT-28A-5B2U,89.79.132.206,43747,Switch,Icon,99,Depends On,#000000
REL4784,8973,AUSYCT-28A-S0H3,251.200.179.67,33195,Server,Icon,1788,AUSYCT-28A-7JHW,143.13.120.145,18153,Firewall,Icon,49,Connected To,#000000
REL5255,198,AUSYCT-28A-3FFS,139.73.45.21,21046,Printer,Icon,6479,AUSYCT-28A-D6AF,209.125.150.39,7081,Printer,Icon,85,Connected To,#000000
REL554,944,AUSYCT-28A-J9JQ,238.51.254.45,47528,Printer,Icon,4459,AUSYCT-28A-H2HU,84.20.202.255,35376,Firewall,Icon,61,In Rack,#000000
REL9168,4357,AUSYCT-28A-JAMH,35.202.113.195,36260,Server,Icon,5118,AUSYCT-28A-XZT2,209.36.132.131,45490,Switch,Icon,38,Physically Connected To,#000000
REL4696,7546,AUSYCT-28A-IMCS,111.191.57.172,39371,Server,Icon,7403,AUSYCT-28A-064X,13.225.92.48,14295,Router,Icon,69,Located In,#000000
REL9515,4889,AUSYCT-28A-VTOQ,99.9.146.45,2327,Firewall,Icon,2001,AUSYCT-28A-DF5R,15.176.250.221,64181,Switch,Icon,85,Located In,#000000
REL8559,1693,AUSYCT-28A-SVVH,21.234.88.194,53077,Firewall,Icon,4874,AUSYCT-28A-UDSD,35.254.233.183,29505,Switch,Icon,32,Located In,#000000
REL3315,3275,AUSYCT-28A-N5SL,123.181.124.179,2149,Server,Icon,3831,AUSYCT-28A-OW2I,117.92.45.24,6764,Firewall,Icon,49,Depends On,#000000
REL4348,4715,AUSYCT-28A-OWWY,1.89.104.98,57022,Switch,Icon,8952,AUSYCT-28A-ZHJQ,203.253.157.218,5760,Switch,Icon,1,Depends On,#000000
REL9806,5876,AUSYCT-28A-U09D,234.51.250.249,58002,Router,Icon,2673,AUSYCT-28A-E9QE,27.6.59.162,7356,Printer,Icon,5,Connected To,#000000
REL6142,7681,AUSYCT-28A-AAKH,139.116.122.140,51403,Server,Icon,3831,AUSYCT-28A-OW2I,117.92.45.24,37049,Firewall,Icon,63,Connected To,#000000
REL5897,4553,AUSYCT-28A-32Z0,131.184.14.153,18586,Printer,Icon,9227,AUSYCT-28A-O49P,86.195.107.223,6504,Printer,Icon,31,Connected To,#000000
REL541,9429,AUSYCT-28A-TFRO,163.145.91.138,26934,Switch,Icon,6366,AUSYCT-28A-DS8W,28.28.23.111,47775,Firewall,Icon,30,Connected To,#000000
REL3970,7341,AUSYCT-28A-0SY6,77.118.0.61,13680,Firewall,Icon,5243,AUSYCT-28A-P75V,6.67.4.120,533,Firewall,Icon,88,Hosted On,#000000
REL3677,8778,AUSYCT-28A-RXGH,226.232.186.12,50796,Printer,Icon,8335,AUSYCT-28A-WYQ0,162.32.251.147,31984,Printer,Icon,40,Owns,#000000
REL4744,7602,AUSYCT-28A-06KH,44.47.54.123,6676,Firewall,Icon,9209,AUSYCT-28A-1S7J,213.165.87.223,42257,Firewall,Icon,65,Hosted On,#000000
REL1613,4985,AUSYCT-28A-Y3W0,105.1.21.124,38430,Switch,Icon,3571,AUSYCT-28A-2Y81,148.82.194.195,21673,Printer,Icon,61,Configured On,#000000
REL6823,3604,AUSYCT-28A-OOCN,146.147.125.20,37445,Printer,Icon,3556,AUSYCT-28A-DCLL,122.161.146.176,19480,Firewall,Icon,100,Connected To,#000000
REL8532,8826,AUSYCT-28A-QA5D,224.209.41.255,265,Server,Icon,9728,AUSYCT-28A-4EVF,34.209.133.161,40194,Router,Icon,68,Depends On,#000000
REL4988,5609,AUSYCT-28A-7P3Z,228.158.181.166,4562,Router,Icon,9244,AUSYCT-28A-TLWG,37.187.225.140,58060,Switch,Icon,19,In Rack,#000000
REL2650,6662,AUSYCT-28A-CO2R,122.41.202.106,56354,Firewall,Icon,6838,AUSYCT-28A-R8T9,231.2.171.74,53955,Switch,Icon,81,Located In,#000000
REL9222,9356,AUSYCT-28A-AYNY,157.99.201.110,17699,Printer,Icon,3809,AUSYCT-28A-A7CD,254.109.169.60,14529,Firewall,Icon,30,Connected To,#000000
REL6597,3625,AUSYCT-28A-ORRI,38.138.92.3,61555,Printer,Icon,5898,AUSYCT-28A-DSAY,176.188.172.221,35390,Firewall,Icon,62,Hosted On,#000000
REL4736,3390,AUSYCT-28A-8FPF,209.73.1.142,65048,Router,Icon,2725,AUSYCT-28A-D1K2,237.79.66.172,33448,Server,Icon,66,Connected To,#000000
REL9978,5880,AUSYCT-28A-0CD3,163.39.210.198,26459,Router,Icon,5158,AUSYCT-28A-6BN9,25.168.98.11,42816,Server,Icon,22,Owns,#000000
REL1018,1909,AUSYCT-28A-9ZVQ,134.31.126.184,22275,Router,Icon,5166,AUSYCT-28A-PLBO,167.213.144.20,5505,Printer,Icon,37,Owns,#000000
REL4052,7351,AUSYCT-28A-AQCQ,153.195.147.73,7109,Switch,Icon,8626,AUSYCT-28A-8HIY,107.214.115.150,62145,Server,Icon,61,Configured On,#000000
REL7531,3941,AUSYCT-28A-NXG0,39.28.192.73,39363,Switch,Icon,3677,AUSYCT-28A-8HG3,34.169.221.221,58517,Router,Icon,57,Owns,#000000
REL2691,4827,AUSYCT-28A-E3WS,218.17.157.187,59241,Switch,Icon,6830,AUSYCT-28A-TRBI,42.209.86.241,53674,Printer,Icon,57,Connected To,#000000
REL7418,5251,AUSYCT-28A-0Q1Y,134.66.74.105,31054,Firewall,Icon,6400,AUSYCT-28A-4RD1,15.9.124.114,64199,Router,Icon,18,Depends On,#000000
REL612,787,AUSYCT-28A-1PPK,224.163.173.84,6044,Firewall,Icon,5029,AUSYCT-28A-7ZBB,136.152.30.64,47460,Switch,Icon,82,Connected To,#000000
REL1350,1620,AUSYCT-28A-LBN8,207.181.209.116,65321,Switch,Icon,9737,AUSYCT-28A-YMIK,223.248.153.215,37849,Router,Icon,70,Connected To,#000000
REL437,4803,AUSYCT-28A-C8H8,224.236.239.233,61773,Firewall,Icon,1035,AUSYCT-28A-U1GA,114.15.171.192,30967,Switch,Icon,61,Connected To,#000000
REL1171,4458,AUSYCT-28A-UQA4,77.50.80.202,58714,Server,Icon,5218,AUSYCT-28A-5INR,225.214.167.98,31789,Router,Icon,13,Hosted On,#000000
REL1290,9016,AUSYCT-28A-ZLHR,91.250.19.161,20211,Server,Icon,9059,AUSYCT-28A-HTN4,167.140.101.200,41404,Router,Icon,42,Connected To,#000000
REL8314,7433,AUSYCT-28A-OIJT,178.85.27.87,44892,Printer,Icon,1583,AUSYCT-28A-P0EO,84.224.161.221,33452,Switch,Icon,52,Hosted On,#000000
REL9022,6992,AUSYCT-28A-9P5W,35.159.110.121,44387,Switch,Icon,178,AUSYCT-28A-5C7P,168.108.37.190,54572,Server,Icon,27,Located In,#000000
REL9609,9457,AUSYCT-28A-M7ZA,85.156.203.52,28221,Router,Icon,6333,AUSYCT-28A-Z7FL,242.217.210.206,41512,Server,Icon,10,In Rack,#000000
REL3824,1179,AUSYCT-28A-0IJH,60.30.93.90,39693,Router,Icon,6898,AUSYCT-28A-9V5E,252.122.163.252,31539,Switch,Icon,89,Connected To,#000000
REL2902,8479,AUSYCT-28A-JRQ6,3.159.49.82,22006,Switch,Icon,8520,AUSYCT-28A-WP3R,74.141.7.232,16925,Router,Icon,92,Connected To,#000000
REL3331,5496,AUSYCT-28A-K6AM,21.182.180.149,62784,Server,Icon,9565,AUSYCT-28A-51BB,227.56.45.70,32135,Firewall,Icon,95,Connected To,#000000
REL9400,5424,AUSYCT-28A-QKRB,31.229.46.156,6165,Printer,Icon,4224,AUSYCT-28A-3PMD,69.105.66.28,41169,Switch,Icon,69,Physically Connected To,#000000
REL7394,1764,AUSYCT-28A-H5TR,174.145.255.140,27232,Switch,Icon,7406,AUSYCT-28A-G9UC,98.161.36.164,50469,Switch,Icon,88,Hosted On,#000000
REL7706,7929,AUSYCT-28A-2PAZ,12.31.124.126,31054,Server,Icon,5135,AUSYCT-28A-7TR2,143.192.163.59,62809,Switch,Icon,91,In Rack,#000000
REL2181,5624,AUSYCT-28A-BHW2,168.46.8.128,11744,Firewall,Icon,3604,AUSYCT-28A-OOCN,146.147.125.20,12760,Printer,Icon,37,Configured On,#000000
REL8011,9093,AUSYCT-28A-611N,167.192.177.221,33599,Printer,Icon,4437,AUSYCT-28A-18WG,73.121.77.156,46065,Router,Icon,97,Owns,#000000
REL6910,3410,AUSYCT-28A-5ZWQ,47.171.82.10,21478,Printer,Icon,9715,AUSYCT-28A-MTS6,9.104.36.26,46733,Firewall,Icon,14,Located In,#000000
REL262,5066,AUSYCT-28A-G34J,59.213.75.121,14032,Server,Icon,7538,AUSYCT-28A-H1OT,155.204.215.124,26276,Switch,Icon,6,Connected To,#000000
REL6406,2580,AUSYCT-28A-M4D0,162.215.142.247,14328,Router,Icon,8170,AUSYCT-28A-WLJ5,136.27.255.207,35633,Printer,Icon,60,Depends On,#000000
REL2508,3170,AUSYCT-28A-RVT5,52.221.88.196,12877,Printer,Icon,1547,AUSYCT-28A-R1HL,230.131.226.135,35908,Switch,Icon,52,Owns,#000000
REL7618,1637,AUSYCT-28A-N6GY,199.21.179.141,64059,Switch,Icon,8676,AUSYCT-28A-686Q,230.235.15.6,43514,Switch,Icon,100,In Rack,#000000
REL9930,6941,AUSYCT-28A-JG4P,152.30.150.43,40233,Switch,Icon,1164,AUSYCT-28A-S7RF,251.191.20.71,12087,Router,Icon,42,Connected To,#000000
REL1292,2761,AUSYCT-28A-MXFI,11.230.83.120,59506,Printer,Icon,2644,AUSYCT-28A-WYY2,221.75.203.105,52925,Server,Icon,15,Connected To,#000000
REL5364,1659,AUSYCT-28A-6Y6M,210.222.28.16,48655,Router,Icon,821,AUSYCT-28A-M56K,232.219.233.92,62624,Router,Icon,67,Physically Connected To,#000000
REL5686,7755,AUSYCT-28A-VMLK,254.124.126.139,19279,Server,Icon,7655,AUSYCT-28A-WJFR,176.80.233.236,26267,Switch,Icon,78,Owns,#000000
REL5008,1178,AUSYCT-28A-2Y8F,38.170.205.55,61303,Switch,Icon,1590,AUSYCT-28A-CK3A,59.102.106.150,30606,Switch,Icon,18,Connected To,#000000
REL1895,6770,AUSYCT-28A-NF9A,11.96.160.146,52104,Printer,Icon,2033,AUSYCT-28A-Q95I,19.125.219.72,29199,Switch,Icon,51,Hosted On,#000000
REL9797,8452,AUSYCT-28A-9HRC,29.50.33.125,56420,Router,Icon,2698,AUSYCT-28A-TGI7,209.180.198.116,2330,Server,Icon,4,Replicated At,#000000
REL7505,1639,AUSYCT-28A-ZUWC,159.12.9.232,41043,Switch,Icon,4926,AUSYCT-28A-982Q,9.105.223.241,7870,Printer,Icon,45,Hosted On,#000000
REL2656,3195,AUSYCT-28A-YOIV,88.143.132.55,1443,Printer,Icon,2477,AUSYCT-28A-OCQS,7.216.232.74,38748,Server,Icon,18,Configured On,#000000
REL368,8558,AUSYCT-28A-P1ZH,141.73.197.26,57352,Router,Icon,3595,AUSYCT-28A-0X9B,57.46.49.68,10455,Router,Icon,91,Connected To,#000000
REL6682,6157,AUSYCT-28A-CZTL,133.117.22.158,22564,Firewall,Icon,9930,AUSYCT-28A-V9ZA,241.70.172.183,40511,Printer,Icon,85,Physically Connected To,#000000
REL2703,7363,AUSYCT-28A-24W3,151.35.127.79,61387,Switch,Icon,7285,AUSYCT-28A-4BJ7,176.198.185.126,38448,Router,Icon,24,In Rack,#000000
REL3384,3070,AUSYCT-28A-DOH5,40.48.186.164,22004,Printer,Icon,2532,AUSYCT-28A-I6SG,170.247.13.31,35206,Router,Icon,65,Virtualized On,#000000
REL7307,3646,AUSYCT-28A-N423,26.65.209.186,62371,Server,Icon,6530,AUSYCT-28A-6UMI,162.166.47.162,31817,Firewall,Icon,90,Owns,#000000
REL4447,4031,AUSYCT-28A-K130,29.224.96.20,27557,Switch,Icon,2938,AUSYCT-28A-YI01,190.54.255.160,29437,Switch,Icon,34,Physically Connected To,#000000
REL1827,3985,AUSYCT-28A-LI8T,232.91.173.205,48744,Router,Icon,5657,AUSYCT-28A-V9OD,216.13.203.139,48391,Router,Icon,79,Depends On,#000000
REL2280,132,AUSYCT-28A-GWYO,55.124.189.114,56493,Printer,Icon,7797,AUSYCT-28A-AD6O,138.14.192.181,44235,Server,Icon,10,Replicated At,#000000
REL4906,2792,AUSYCT-28A-ZBJF,14.62.163.244,30470,Printer,Icon,9236,AUSYCT-28A-DGFR,183.95.78.22,25193,Router,Icon,86,Located In,#000000
REL8757,4929,AUSYCT-28A-YWZT,222.15.195.24,37703,Firewall,Icon,1230,AUSYCT-28A-38MC,109.160.180.95,24252,Server,Icon,92,Virtualized On,#000000
REL4099,4796,AUSYCT-28A-6ZLP,21.124.27.12,16580,Router,Icon,4112,AUSYCT-28A-K7AQ,207.152.254.124,47106,Server,Icon,28,Depends On,#000000
REL3995,1317,AUSYCT-28A-9MJP,64.227.45.106,10766,Router,Icon,9478,AUSYCT-28A-KR3W,204.205.215.169,27429,Switch,Icon,94,Connected To,#000000
REL3947,6163,AUSYCT-28A-LZW6,3.20.42.170,39497,Switch,Icon,8511,AUSYCT-28A-5M4J,53.22.27.107,13770,Router,Icon,63,In Rack,#000000
REL6455,7419,AUSYCT-28A-36OE,129.20.105.70,13314,Switch,Icon,1329,AUSYCT-28A-29E8,167.97.54.58,2553,Firewall,Icon,95,Located In,#000000
REL8846,3872,AUSYCT-28A-Q9XB,236.246.38.157,23698,Switch,Icon,6813,AUSYCT-28A-HNXH,199.79.173.135,54659,Printer,Icon,85,Virtualized On,#000000
REL6997,7990,AUSYCT-28A-WFQE,26.250.242.7,56475,Printer,Icon,2025,AUSYCT-28A-FON6,187.197.229.57,56374,Printer,Icon,64,Hosted On,#000000
REL4320,2010,AUSYCT-28A-YFBJ,119.131.48.119,52763,Server,Icon,6022,AUSYCT-28A-MZIV,43.169.59.65,12897,Router,Icon,42,Physically Connected To,#000000
REL6445,5786,AUSYCT-28A-JGD5,78.62.30.79,12438,Server,Icon,9805,AUSYCT-28A-FJQ4,8.102.25.80,33337,Switch,Icon,42,Connected To,#000000
REL8325,3957,AUSYCT-28A-1MFS,134.188.3.139,22035,Firewall,Icon,2229,AUSYCT-28A-NQSX,183.109.13.254,42998,Switch,Icon,10,Replicated At,#000000
REL2624,4098,AUSYCT-28A-YUFO,232.230.121.180,20984,Printer,Icon,1304,AUSYCT-28A-IXT4,202.239.243.92,55132,Printer,Icon,66,Located In,#000000
REL7045,3835,AUSYCT-28A-YSLX,26.60.153.29,42589,Printer,Icon,8033,AUSYCT-28A-T0QA,127.220.131.16,61503,Firewall,Icon,89,In Rack,#000000
REL8549,5645,AUSYCT-28A-895P,145.108.73.73,64984,Server,Icon,1145,AUSYCT-28A-F6Y3,158.192.104.68,31959,Printer,Icon,53,Configured On,#000000
REL3053,5342,AUSYCT-28A-13ES,162.5.100.182,28124,Switch,Icon,4911,AUSYCT-28A-EBPX,80.238.214.241,18337,Switch,Icon,38,Depends On,#000000
REL1529,5847,AUSYCT-28A-TCQI,194.15.14.121,52564,Printer,Icon,409,AUSYCT-28A-NOWX,4.102.243.162,15159,Server,Icon,73,Physically Connected To,#000000
REL8265,8817,AUSYCT-28A-2YGX,42.0.176.158,44155,Server,Icon,7774,AUSYCT-28A-9299,252.87.40.83,50351,Switch,Icon,92,Located In,#000000
REL4381,8224,AUSYCT-28A-8T65,141.59.159.99,34696,Printer,Icon,8503,AUSYCT-28A-6CH3,250.186.79.162,43335,Switch,Icon,17,Located In,#000000
REL6421,4109,AUSYCT-28A-9ETS,226.21.57.248,32859,Firewall,Icon,7825,AUSYCT-28A-4ICE,21.5.35.155,53316,Router,Icon,13,Configured On,#000000
REL5342,7640,AUSYCT-28A-KDZS,12.197.158.42,43929,Router,Icon,9310,AUSYCT-28A-EXM6,232.180.178.66,34419,Printer,Icon,59,Physically Connected To,#000000
REL6101,6257,AUSYCT-28A-AP0V,154.128.232.61,51505,Firewall,Icon,9618,AUSYCT-28A-7VEU,154.237.20.20,969,Printer,Icon,12,Connected To,#000000
REL140,3918,AUSYCT-28A-ATH1,26.185.6.76,12230,Router,Icon,2475,AUSYCT-28A-Z2Q3,85.203.214.68,44931,Printer,Icon,12,Depends On,#000000
REL1101,8749,AUSYCT-28A-JTW2,131.15.171.136,33511,Router,Icon,5867,AUSYCT-28A-TZLC,205.31.250.183,62342,Switch,Icon,33,Located In,#000000
REL3951,4538,AUSYCT-28A-X0CP,155.150.167.238,62953,Firewall,Icon,6255,AUSYCT-28A-57SK,100.161.79.250,42399,Switch,Icon,58,Configured On,#000000
