Asset ID,Asset Name,Type,Description,IP Address,MAC Address,Serial Number,Model Number,Status,Decommissioned,Business Criticality,Impact Radius,Resource Group,Vendor,Manufacturer,Device Contact,Country,Site,Region,Business Time Zone,Tags
3371,AUSYCT-28A-YMCH,Firewall,Description of Device1128,252.4.37.176,ba:82:33:cb:25:40,SN3HWI5S,ModelFYPL,Inactive,No,Low,Local,Group5,Dell,HP,Contact4,Canada,Branch Office,West,GMT-8,Tag2
2874,AUSYCT-28A-QTJQ,Printer,Description of Device1129,223.146.144.180,f2:c6:56:cd:fa:af,SNFVW7KZ,ModelFV56,Active,No,High,Local,Group3,Dell,Dell,Contact1,Australia,Warehouse,West,GMT+5,Tag2
9783,AUSYCT-28A-TZ4R,Router,Description of Device1130,62.252.26.253,9d:f8:84:4e:70:74,SNN2GZKG,ModelCGRV,Inactive,No,High,Local,Group2,Dell,Cisco,Contact5,USA,HQ,North,GMT+1,Tag2
8616,AUSYCT-28A-Y9LR,Switch,Description of Device1131,28.197.103.156,de:9b:40:28:ad:26,SNF3VGUD,ModelZRLP,Active,No,Medium,Local,Group5,IBM,Dell,Contact1,Canada,Branch Office,North,GMT-5,Tag1
4888,AUSYCT-28A-L3PK,Printer,Description of Device1132,7.28.74.181,2a:47:5a:c7:9e:4f,SNYPDX10,ModelWT7X,Inactive,No,Medium,Global,Group3,Cisco,HP,Contact2,Australia,Branch Office,South,GMT+5,Tag3
5911,AUSYCT-28A-UC0U,Switch,Description of Device1133,173.3.141.138,92:06:5f:0b:84:94,SNJ2WLWU,ModelO414,Active,Yes,Low,Local,Group5,Cisco,IBM,Contact1,USA,HQ,East,GMT-8,Tag2
1890,AUSYCT-28A-EYIK,Printer,Description of Device1134,106.82.183.145,7d:22:91:36:a4:12,SNL7RA9K,ModelTXC9,Inactive,Yes,High,Global,Group2,Cisco,Juniper,Contact1,Australia,Warehouse,South,GMT-8,Tag2
7887,AUSYCT-28A-QURG,Router,Description of Device1135,44.166.197.54,7d:3c:51:6f:29:08,SNHWEKQ4,ModelATNC,Inactive,No,Low,Global,Group4,Dell,Cisco,Contact2,UK,Datacenter,West,GMT+5,Tag1
5752,AUSYCT-28A-5SEI,Router,Description of Device1136,5.238.221.80,70:e9:63:7e:4a:f0,SNH03BLE,Model517Q,Active,No,Medium,Local,Group5,Juniper,Juniper,Contact2,Australia,HQ,East,GMT-5,Tag1
1278,AUSYCT-28A-GAT8,Router,Description of Device1137,238.79.37.101,e7:1b:56:1b:20:4a,SN007D0Z,ModelM302,Active,Yes,High,Local,Group1,IBM,Cisco,Contact2,USA,Warehouse,East,GMT-8,Tag2
4432,AUSYCT-28A-4O1J,Switch,Description of Device1138,201.171.54.83,48:22:a0:4d:8a:fd,SNQPTUUB,ModelZ72P,Inactive,Yes,Medium,Global,Group4,Dell,HP,Contact4,USA,Branch Office,West,GMT-5,Tag3
8759,AUSYCT-28A-KNHA,Server,Description of Device1139,53.15.208.139,40:ad:26:4b:1d:0f,SNWL5L98,Model9KRY,Active,Yes,Medium,Global,Group1,HP,HP,Contact5,Australia,HQ,North,GMT+1,Tag1
4950,AUSYCT-28A-GY7I,Server,Description of Device1140,97.1.141.221,17:e0:ad:22:62:28,SNUDH5R0,ModelYQ95,Inactive,Yes,Low,Global,Group4,Cisco,Cisco,Contact2,Germany,Datacenter,North,GMT-8,Tag2
7870,AUSYCT-28A-GB6K,Router,Description of Device1141,107.43.179.105,90:2c:24:0f:d0:9f,SNASND92,Model4J9N,Active,No,Low,Global,Group4,HP,Dell,Contact5,USA,Branch Office,West,GMT-8,Tag2
1137,AUSYCT-28A-91X3,Switch,Description of Device1142,209.105.3.252,ab:d8:af:3b:07:89,SNS2GWYB,ModelAXFA,Inactive,Yes,Medium,Global,Group2,Juniper,Juniper,Contact1,Australia,Branch Office,North,GMT-8,Tag2
5599,AUSYCT-28A-TU2E,Firewall,Description of Device1143,64.157.136.12,36:18:5b:28:99:f6,SN2QBAXT,ModelBJ81,Active,Yes,Medium,Local,Group4,IBM,IBM,Contact2,USA,Datacenter,East,GMT-8,Tag3
2155,AUSYCT-28A-BI0V,Firewall,Description of Device1144,147.230.137.104,2d:38:85:f1:a1:51,SNK9KLF4,ModelZVKX,Active,No,High,Global,Group4,IBM,Cisco,Contact1,USA,Datacenter,North,GMT-8,Tag2
5810,AUSYCT-28A-DZKW,Firewall,Description of Device1145,82.56.39.45,11:28:54:c5:7b:d4,SNW57TWC,ModelPE6I,Inactive,Yes,Low,Global,Group1,Cisco,Dell,Contact2,Germany,Warehouse,North,GMT-8,Tag2
591,AUSYCT-28A-EQ1K,Firewall,Description of Device1146,245.15.251.24,fc:63:c7:9f:96:ce,SNXQ603T,Model6LLJ,Inactive,No,Medium,Local,Group1,Juniper,Cisco,Contact4,Australia,Warehouse,West,GMT+1,Tag3
6671,AUSYCT-28A-0X3A,Printer,Description of Device1147,40.0.114.146,9b:83:14:cd:67:ae,SNF60ORQ,Model2HCT,Inactive,Yes,High,Local,Group2,Dell,HP,Contact3,Canada,Datacenter,North,GMT+1,Tag2
3991,AUSYCT-28A-30UJ,Printer,Description of Device1148,53.115.155.250,29:e0:d5:4b:d3:d8,SNN1BJAL,ModelV3AN,Inactive,No,Low,Global,Group1,IBM,Cisco,Contact3,Canada,Warehouse,North,GMT+1,Tag3
9563,AUSYCT-28A-SCG3,Printer,Description of Device1149,10.132.208.117,34:43:0d:33:b6:0d,SNS8QCNX,Model3C9R,Active,Yes,Low,Local,Group1,HP,Dell,Contact3,UK,Datacenter,North,GMT-8,Tag3
9939,AUSYCT-28A-9ERR,Server,Description of Device1150,252.125.90.38,17:ea:67:75:c0:f5,SN9OXW25,ModelFNLB,Inactive,Yes,Medium,Global,Group2,Dell,Dell,Contact1,Australia,Warehouse,West,GMT+5,Tag3
8506,AUSYCT-28A-NRX3,Printer,Description of Device1151,139.41.203.49,2c:68:6f:35:38:02,SNBWNC3B,ModelAO30,Active,No,Medium,Global,Group5,Cisco,Cisco,Contact1,Germany,Branch Office,South,GMT-8,Tag3
9806,AUSYCT-28A-YWGR,Server,Description of Device1152,177.237.246.137,cd:38:49:74:11:04,SNR43N70,Model1AU3,Inactive,No,High,Global,Group5,HP,Cisco,Contact3,Canada,Warehouse,South,GMT-8,Tag2
1265,AUSYCT-28A-ARDX,Router,Description of Device1153,249.149.44.238,3f:e4:c9:c4:2b:b2,SNG5NT7E,ModelG3PL,Active,Yes,High,Local,Group3,HP,HP,Contact4,USA,Branch Office,East,GMT-8,Tag2
9599,AUSYCT-28A-3160,Server,Description of Device1154,106.1.251.154,88:82:b4:79:ad:bd,SNP8DRAC,ModelY5TN,Inactive,No,Low,Global,Group3,Cisco,IBM,Contact4,UK,Warehouse,West,GMT-5,Tag3
9266,AUSYCT-28A-J3VC,Switch,Description of Device1155,96.100.227.100,12:46:21:22:3e:d4,SNJXEKC6,ModelNSWP,Active,No,Medium,Local,Group1,IBM,Cisco,Contact3,Australia,HQ,North,GMT-8,Tag2
912,AUSYCT-28A-6TPX,Router,Description of Device1156,78.124.18.106,75:9d:ef:f2:d9:e5,SN3WWKJ9,Model8BJ8,Inactive,No,Medium,Local,Group1,Juniper,IBM,Contact1,UK,HQ,West,GMT+5,Tag2
1439,AUSYCT-28A-MA2A,Firewall,Description of Device1157,10.146.116.168,0e:51:42:02:c2:db,SNZ1PR0B,ModelDFRL,Active,No,High,Global,Group3,Juniper,IBM,Contact1,Australia,Warehouse,West,GMT-5,Tag1
9180,AUSYCT-28A-TFKM,Printer,Description of Device1158,98.34.22.234,f2:4c:23:37:62:64,SNKA5KDP,Model6LGX,Active,Yes,High,Global,Group2,HP,IBM,Contact1,UK,Datacenter,South,GMT-5,Tag1
3950,AUSYCT-28A-3KWO,Firewall,Description of Device1159,49.133.37.246,8e:7f:d1:bb:e1:08,SNLQOZUZ,Model6QNI,Active,No,High,Global,Group1,IBM,IBM,Contact5,Germany,Branch Office,West,GMT-8,Tag1
2513,AUSYCT-28A-4NHY,Printer,Description of Device1160,125.211.227.34,a8:b4:01:ed:f9:14,SNS83M57,ModelY033,Active,Yes,High,Local,Group2,Juniper,Juniper,Contact3,UK,HQ,South,GMT+5,Tag3
3759,AUSYCT-28A-DT1L,Server,Description of Device1161,156.42.91.252,b5:d3:54:f2:70:23,SNU9SFTJ,ModelN6VK,Inactive,No,High,Local,Group4,IBM,Dell,Contact5,Canada,HQ,South,GMT-5,Tag3
3850,AUSYCT-28A-EME4,Server,Description of Device1162,242.92.111.28,7e:49:25:3b:d4:fe,SNV4KPFT,ModelPQG0,Inactive,Yes,Medium,Global,Group5,Dell,Dell,Contact4,Australia,HQ,West,GMT-8,Tag2
2950,AUSYCT-28A-OUG8,Server,Description of Device1163,246.152.228.92,f7:2f:00:b6:25:33,SN09Y8NB,ModelCFG0,Inactive,Yes,Medium,Local,Group5,Cisco,Juniper,Contact4,USA,HQ,North,GMT-8,Tag2
1222,AUSYCT-28A-UZ1K,Printer,Description of Device1164,166.4.140.27,24:a4:cf:63:b5:32,SN0FQ5OL,Model06XX,Inactive,Yes,Medium,Global,Group5,Dell,Juniper,Contact3,UK,HQ,West,GMT-8,Tag2
6318,AUSYCT-28A-0XI1,Router,Description of Device1165,28.28.18.102,ed:72:c5:d3:3c:51,SNX1OMNB,ModelL4OL,Active,Yes,Medium,Local,Group4,Dell,IBM,Contact4,USA,HQ,South,GMT+5,Tag3
3591,AUSYCT-28A-SH0H,Switch,Description of Device1166,205.2.111.138,56:af:91:55:ac:c5,SN7IF358,ModelMFIR,Inactive,Yes,High,Global,Group4,IBM,HP,Contact2,USA,Warehouse,East,GMT-8,Tag2
2245,AUSYCT-28A-VCNE,Printer,Description of Device1167,39.71.12.244,13:b0:7e:af:1f:f6,SNUU8IT8,ModelS717,Inactive,Yes,Medium,Global,Group3,HP,HP,Contact2,Germany,Warehouse,West,GMT+1,Tag2
6393,AUSYCT-28A-NDGZ,Server,Description of Device1168,30.83.135.88,b9:24:24:61:c9:0a,SN8UCRYS,ModelX31O,Active,No,Medium,Global,Group5,Juniper,Dell,Contact4,UK,Datacenter,North,GMT+1,Tag1
6062,AUSYCT-28A-XWII,Printer,Description of Device1169,21.119.9.20,2d:7d:3e:76:c7:70,SNNCBOL1,ModelI69I,Active,No,Medium,Global,Group1,Juniper,IBM,Contact2,Canada,HQ,North,GMT+1,Tag1
625,AUSYCT-28A-MSP9,Server,Description of Device1170,109.1.30.48,06:16:23:55:dd:2d,SNACYM87,ModelFQMA,Active,Yes,High,Local,Group2,Cisco,IBM,Contact2,USA,Warehouse,East,GMT-5,Tag1
6487,AUSYCT-28A-XLGF,Firewall,Description of Device1171,200.112.103.214,70:7a:54:5a:d8:0f,SNBCSFGZ,Model00F0,Inactive,Yes,Low,Local,Group2,Juniper,Dell,Contact3,Germany,HQ,South,GMT+1,Tag1
9355,AUSYCT-28A-V5NF,Firewall,Description of Device1172,101.64.101.82,2d:9e:b6:40:15:75,SNDZC75V,Model5BGG,Active,No,High,Global,Group5,Juniper,Dell,Contact4,Germany,Datacenter,East,GMT-8,Tag1
8093,AUSYCT-28A-H2QM,Router,Description of Device1173,239.66.27.204,05:49:db:28:b0:dd,SNGEVNEA,ModelVGKL,Inactive,No,Low,Local,Group3,HP,IBM,Contact3,Germany,Branch Office,West,GMT-5,Tag1
2948,AUSYCT-28A-WJI0,Switch,Description of Device1174,222.101.37.221,61:ea:1e:ee:f1:b1,SNS3H17U,ModelTZ7D,Active,No,High,Global,Group1,HP,Dell,Contact1,Canada,Warehouse,East,GMT+5,Tag2
7452,AUSYCT-28A-S114,Switch,Description of Device1175,227.178.187.73,4a:31:20:dc:ec:9e,SNMOWMRV,ModelVK3B,Inactive,Yes,High,Local,Group5,Cisco,IBM,Contact5,Germany,Datacenter,South,GMT+1,Tag2
5245,AUSYCT-28A-F0AC,Firewall,Description of Device1176,164.167.211.249,f7:c0:92:37:81:3e,SNIK4FDE,ModelACBH,Active,No,Medium,Local,Group2,Cisco,HP,Contact4,Canada,Warehouse,South,GMT+5,Tag3
1947,AUSYCT-28A-V1HM,Server,Description of Device1177,45.34.27.113,9c:26:2f:6f:ed:66,SNML7P0F,ModelI3NI,Active,No,Low,Local,Group3,IBM,Dell,Contact4,UK,Warehouse,West,GMT+5,Tag2
1495,AUSYCT-28A-T8I8,Firewall,Description of Device1178,246.242.212.94,ea:60:85:c3:1a:c7,SN9XE1T2,ModelCC60,Inactive,Yes,Low,Global,Group2,HP,Juniper,Contact5,UK,HQ,East,GMT+5,Tag3
72,AUSYCT-28A-9AVW,Printer,Description of Device1179,251.197.254.1,5e:df:4c:86:e8:a7,SNDYLZHH,ModelGO2E,Inactive,No,Low,Global,Group5,Cisco,Cisco,Contact5,Australia,Warehouse,South,GMT+1,Tag3
7874,AUSYCT-28A-IFOB,Printer,Description of Device1180,172.183.76.135,08:1d:05:c9:8c:fa,SN3PB98H,Model4WS3,Inactive,Yes,Low,Global,Group1,Cisco,Juniper,Contact5,Germany,Warehouse,West,GMT+1,Tag2
4871,AUSYCT-28A-ECRA,Switch,Description of Device1181,216.40.49.241,69:56:08:fa:45:53,SNODIE07,ModelBU9T,Inactive,Yes,Low,Global,Group1,Cisco,Dell,Contact5,Australia,HQ,North,GMT-5,Tag2
9432,AUSYCT-28A-GB8N,Router,Description of Device1182,171.254.146.56,8d:56:a1:f7:82:16,SNFMQEZN,ModelZR5Y,Active,Yes,Low,Global,Group2,HP,HP,Contact1,Canada,Datacenter,West,GMT-8,Tag2
4675,AUSYCT-28A-V6R9,Printer,Description of Device1183,232.40.217.188,3c:f6:23:a6:7d:d5,SN51ZHEB,ModelDAO4,Active,No,Low,Global,Group3,IBM,Dell,Contact3,USA,Branch Office,West,GMT+1,Tag3
4069,AUSYCT-28A-RWVI,Server,Description of Device1184,46.240.205.230,23:16:ba:06:9e:a2,SNTGX1Z4,Model8JOG,Active,No,High,Local,Group5,Juniper,Dell,Contact3,Canada,Branch Office,North,GMT+5,Tag2
96,AUSYCT-28A-IQLI,Router,Description of Device1185,4.123.200.83,11:9d:9f:87:a6:6c,SN2N5UMD,ModelFRH9,Inactive,No,Medium,Local,Group3,IBM,IBM,Contact1,Australia,Datacenter,South,GMT+5,Tag2
6070,AUSYCT-28A-25HE,Switch,Description of Device1186,248.170.140.107,24:3d:31:98:2a:42,SNHVO92V,Model0YLV,Active,No,Medium,Local,Group3,Juniper,Dell,Contact2,Germany,Datacenter,South,GMT+5,Tag3
7543,AUSYCT-28A-LNVQ,Server,Description of Device1187,227.132.124.179,6c:79:e4:78:07:f2,SNLL6RQE,ModelKM8B,Active,Yes,Low,Local,Group3,HP,IBM,Contact4,UK,Warehouse,East,GMT-8,Tag2
3516,AUSYCT-28A-XDI2,Server,Description of Device1188,220.193.221.212,fe:a9:8a:31:44:a3,SN15ZX9M,Model03G5,Active,Yes,High,Local,Group5,HP,Cisco,Contact1,Australia,Branch Office,North,GMT-8,Tag2
4668,AUSYCT-28A-EMVZ,Server,Description of Device1189,204.231.8.215,62:91:b5:b8:d1:6a,SN2WTEU7,Model89B4,Inactive,No,Medium,Local,Group1,HP,Cisco,Contact3,Australia,HQ,South,GMT-8,Tag1
3468,AUSYCT-28A-X08Q,Server,Description of Device1190,222.153.158.50,17:5c:da:6f:4e:6c,SNQ5ZYES,Model7I7A,Inactive,No,Low,Local,Group5,Dell,Dell,Contact2,UK,Branch Office,East,GMT+1,Tag2
8438,AUSYCT-28A-OH9Q,Server,Description of Device1191,47.220.86.187,b9:35:21:9a:55:29,SNAIDQSG,Model67GS,Active,No,High,Local,Group3,Cisco,HP,Contact2,Canada,Warehouse,South,GMT+1,Tag2
5499,AUSYCT-28A-TQRU,Firewall,Description of Device1192,43.126.218.21,11:75:d7:9b:a5:b9,SN1FO33B,Model4ZFA,Inactive,Yes,Low,Local,Group4,IBM,IBM,Contact5,Canada,Warehouse,South,GMT-5,Tag1
8778,AUSYCT-28A-FFXX,Printer,Description of Device1193,28.37.22.162,ed:ab:fa:c6:c2:d7,SNGCW449,ModelTOE8,Active,Yes,High,Local,Group5,HP,Dell,Contact4,USA,Warehouse,West,GMT-5,Tag2
6867,AUSYCT-28A-8GCX,Printer,Description of Device1194,254.184.252.2,ea:91:7d:2a:f7:31,SN0T2B7S,ModelITP3,Active,No,High,Local,Group3,IBM,IBM,Contact1,Germany,Warehouse,North,GMT-8,Tag2
4602,AUSYCT-28A-0MVL,Printer,Description of Device1195,87.229.185.205,2e:05:af:9e:d6:1a,SNQM9VCD,ModelTY4E,Active,Yes,Medium,Global,Group2,Cisco,IBM,Contact5,UK,HQ,North,GMT-8,Tag3
6876,AUSYCT-28A-4YMN,Router,Description of Device1196,171.116.152.244,72:d3:e2:42:cc:70,SN6BGEIU,Model4L46,Active,Yes,High,Global,Group5,IBM,Juniper,Contact4,USA,Datacenter,East,GMT-8,Tag2
1126,AUSYCT-28A-J4Q7,Switch,Description of Device1197,252.162.198.228,2f:db:bc:ea:df:a9,SNDLCSNM,Model7J7N,Inactive,Yes,Medium,Local,Group5,IBM,Cisco,Contact1,Canada,Warehouse,South,GMT-8,Tag3
7255,AUSYCT-28A-1CDT,Router,Description of Device1198,151.170.131.191,62:b8:55:56:d4:0c,SNN3HU2I,ModelMSPN,Active,No,Medium,Local,Group2,HP,IBM,Contact1,Canada,Datacenter,West,GMT-8,Tag3
6825,AUSYCT-28A-E6L6,Router,Description of Device1199,87.246.138.110,46:16:ef:2d:95:ae,SNHTSBEV,Model5Y59,Inactive,Yes,High,Local,Group4,Dell,Cisco,Contact4,Canada,Branch Office,South,GMT+5,Tag2
6916,AUSYCT-28A-GG0C,Printer,Description of Device1200,53.11.166.175,3e:fb:b8:a1:e6:0d,SNVVXM1N,Model6B2Y,Active,No,High,Global,Group5,Juniper,Dell,Contact3,UK,Datacenter,West,GMT-5,Tag1
9348,AUSYCT-28A-BFPB,Switch,Description of Device1201,197.197.29.47,c6:68:f9:ad:8a:f3,SNOK15TY,ModelQGW4,Inactive,No,High,Local,Group3,Dell,Juniper,Contact1,UK,Branch Office,East,GMT+5,Tag1
927,AUSYCT-28A-32N0,Server,Description of Device1202,101.37.194.44,16:df:21:60:f9:60,SNTRSPEJ,ModelQI89,Active,Yes,Medium,Local,Group1,Dell,Cisco,Contact4,Canada,HQ,North,GMT-8,Tag2
6915,AUSYCT-28A-YCHZ,Switch,Description of Device1203,191.63.60.34,68:41:47:d8:15:01,SNP2EWFK,ModelXBQN,Active,No,Medium,Global,Group5,Dell,Dell,Contact2,Germany,Branch Office,East,GMT+1,Tag3
8880,AUSYCT-28A-V2MQ,Router,Description of Device1204,158.183.186.113,85:84:2b:53:b4:a3,SNH0QX13,ModelZZ92,Active,No,Medium,Local,Group4,Dell,Juniper,Contact3,Germany,Datacenter,North,GMT-5,Tag2
1061,AUSYCT-28A-6N8Y,Switch,Description of Device1205,209.114.135.150,42:a0:a7:66:ad:5b,SN7EG5BC,ModelOTJX,Active,Yes,Low,Global,Group5,Cisco,IBM,Contact4,USA,Datacenter,West,GMT+1,Tag3
8021,AUSYCT-28A-L2CH,Switch,Description of Device1206,81.231.26.120,ec:2a:7c:ac:ba:d0,SNARC1BY,Model06SL,Inactive,No,Low,Global,Group4,Cisco,IBM,Contact3,Germany,Datacenter,North,GMT-8,Tag2
9003,AUSYCT-28A-SFNB,Switch,Description of Device1207,208.104.221.212,b2:a1:f8:a0:b0:00,SNO33M1Q,ModelQPJG,Active,No,High,Local,Group1,IBM,IBM,Contact1,Canada,HQ,South,GMT+1,Tag2
6149,AUSYCT-28A-D5G4,Server,Description of Device1208,168.148.29.63,51:71:e8:74:05:27,SNT3TMHQ,ModelMQHS,Inactive,No,High,Global,Group4,IBM,Juniper,Contact1,Germany,Warehouse,North,GMT+5,Tag2
3453,AUSYCT-28A-CSI8,Firewall,Description of Device1209,127.24.71.191,47:13:ac:94:c8:93,SNMAPKLQ,Model6UAB,Inactive,No,High,Global,Group2,Cisco,Dell,Contact4,Australia,Branch Office,South,GMT-5,Tag2
6765,AUSYCT-28A-A5KE,Printer,Description of Device1210,20.94.101.226,1c:11:6c:fd:a6:ea,SNYZNQK3,Model9EE4,Active,Yes,Medium,Global,Group5,Juniper,Cisco,Contact5,USA,HQ,East,GMT-5,Tag3
1971,AUSYCT-28A-H5WC,Switch,Description of Device1211,71.209.249.222,93:b6:da:16:a5:17,SNGKHLLB,ModelPMZY,Inactive,Yes,High,Local,Group2,IBM,Juniper,Contact1,UK,HQ,North,GMT+1,Tag2
9650,AUSYCT-28A-33G6,Switch,Description of Device1212,78.98.176.141,00:7d:5d:31:0a:dd,SNGPAFBJ,Model5ZK8,Active,Yes,Low,Local,Group5,Dell,Cisco,Contact4,Canada,HQ,West,GMT+1,Tag3
4624,AUSYCT-28A-SGCM,Router,Description of Device1213,26.3.118.3,e7:7a:57:a4:51:7b,SNLGLU6P,ModelVSU2,Active,Yes,Medium,Global,Group2,Cisco,Cisco,Contact4,USA,Warehouse,East,GMT-8,Tag3
4552,AUSYCT-28A-TQH3,Printer,Description of Device1214,53.215.187.205,f3:78:51:cb:36:b1,SNPQZY1E,ModelFN8S,Active,Yes,Low,Global,Group5,Dell,Dell,Contact3,UK,Branch Office,East,GMT+5,Tag2
8089,AUSYCT-28A-083W,Router,Description of Device1215,148.51.63.119,54:b8:bc:4e:21:eb,SNBE5L3W,ModelKYHL,Inactive,No,Low,Global,Group4,IBM,Dell,Contact2,Canada,HQ,North,GMT+5,Tag3
4207,AUSYCT-28A-052G,Firewall,Description of Device1216,73.0.195.195,dd:d3:6d:23:45:b7,SN5VBFG8,ModelB48L,Active,Yes,High,Local,Group2,HP,Juniper,Contact1,Germany,Warehouse,South,GMT+1,Tag3
3829,AUSYCT-28A-XH7M,Firewall,Description of Device1217,72.66.34.160,cb:f2:33:44:37:3f,SNX863RK,ModelVVXS,Active,Yes,High,Local,Group4,HP,Dell,Contact4,Germany,Warehouse,North,GMT-8,Tag2
4429,AUSYCT-28A-8NBL,Router,Description of Device1218,31.221.12.101,ef:e0:56:f0:05:3b,SNUD2TDW,ModelQ0CI,Active,Yes,Medium,Global,Group4,Juniper,Cisco,Contact1,UK,Datacenter,North,GMT+5,Tag1
9878,AUSYCT-28A-LS9L,Printer,Description of Device1219,26.167.60.207,66:6b:0e:94:2d:89,SN3UCUX7,ModelSC1U,Inactive,No,High,Local,Group2,Cisco,Dell,Contact1,UK,HQ,South,GMT+5,Tag1
2326,AUSYCT-28A-HPRU,Printer,Description of Device1220,166.126.136.189,7d:e2:81:4d:90:81,SNJZQYEH,Model47E6,Active,Yes,Medium,Global,Group2,HP,IBM,Contact5,USA,Branch Office,North,GMT-5,Tag3
1402,AUSYCT-28A-M4CR,Router,Description of Device1221,254.227.64.152,41:3a:19:0e:11:43,SN2LDOC4,ModelI72C,Active,Yes,Low,Local,Group3,Dell,IBM,Contact4,Germany,Warehouse,East,GMT+1,Tag2
7433,AUSYCT-28A-OIJT,Printer,Description of Device1222,178.85.27.87,6f:ba:6d:8d:e1:67,SNM5AF8H,Model0R7S,Inactive,Yes,Low,Global,Group3,IBM,Cisco,Contact5,Canada,Branch Office,North,GMT+5,Tag3
3582,AUSYCT-28A-SUGU,Server,Description of Device1223,85.59.123.118,79:ef:f7:0e:97:0b,SN0BMSB8,ModelL1GJ,Active,Yes,High,Global,Group2,HP,Juniper,Contact3,UK,Branch Office,East,GMT-5,Tag3
1955,AUSYCT-28A-YSUL,Printer,Description of Device1224,48.1.233.62,94:7e:49:03:7b:d2,SNLWWDUS,ModelL3OP,Inactive,No,High,Global,Group3,HP,Juniper,Contact4,Canada,Warehouse,North,GMT-8,Tag2
4700,AUSYCT-28A-I7S8,Router,Description of Device1225,55.171.128.5,8c:0c:f2:43:c6:ea,SNGG4TBB,ModelIRXG,Active,No,Low,Global,Group5,Dell,Cisco,Contact2,Australia,Datacenter,North,GMT-5,Tag3
760,AUSYCT-28A-IMOK,Switch,Description of Device1226,20.89.160.229,aa:60:7f:69:6f:9e,SNWKX28L,ModelX1AS,Inactive,No,Medium,Local,Group5,HP,Dell,Contact5,Germany,Datacenter,West,GMT+5,Tag3
6825,AUSYCT-28A-IC7N,Switch,Description of Device1227,25.162.35.156,a4:54:75:47:fc:ff,SNI9A9HS,ModelVJO9,Active,Yes,Medium,Global,Group5,Juniper,Cisco,Contact5,UK,Datacenter,East,GMT+5,Tag3
957,AUSYCT-28A-TCA9,Firewall,Description of Device1228,155.206.203.254,41:94:76:3d:d1:e5,SNY7F1VI,ModelWQ53,Active,No,Medium,Local,Group2,IBM,Cisco,Contact5,Germany,HQ,North,GMT+1,Tag1
9670,AUSYCT-28A-HXU5,Router,Description of Device1229,200.68.93.11,40:8f:f7:16:41:38,SNJ6AW5W,Model1DKR,Inactive,Yes,High,Global,Group4,Cisco,Dell,Contact1,Canada,Datacenter,North,GMT-8,Tag1
4856,AUSYCT-28A-JPQ8,Firewall,Description of Device1230,214.72.200.88,ef:42:bf:43:54:50,SNFW40GY,Model9UE1,Inactive,Yes,Medium,Local,Group4,Cisco,Cisco,Contact4,Canada,Datacenter,South,GMT+1,Tag2
3750,AUSYCT-28A-HUUD,Server,Description of Device1231,20.91.24.54,c3:e7:63:5e:df:d1,SN2VA6Y5,ModelT1AF,Active,No,Medium,Local,Group3,Cisco,HP,Contact1,Australia,Warehouse,East,GMT-8,Tag1
3816,AUSYCT-28A-SC2F,Server,Description of Device1232,220.93.91.180,72:27:a0:56:82:ad,SNLYSBTW,Model0DNU,Active,Yes,High,Local,Group4,IBM,HP,Contact5,Canada,HQ,West,GMT+1,Tag3
8520,AUSYCT-28A-WP3R,Router,Description of Device1233,74.141.7.232,b0:ed:d2:0a:35:f9,SNW1IOQX,ModelRMPZ,Active,Yes,High,Global,Group4,HP,Dell,Contact1,Germany,Datacenter,South,GMT+5,Tag1
8625,AUSYCT-28A-Z3Y8,Router,Description of Device1234,80.248.73.101,d9:c3:c4:eb:8f:f0,SNQV8ERT,ModelNZQJ,Active,Yes,High,Local,Group5,Cisco,Juniper,Contact4,Australia,Branch Office,West,GMT-5,Tag3
89,AUSYCT-28A-15DX,Firewall,Description of Device1235,112.128.52.227,f5:4f:53:b5:78:5b,SN1Z1G68,ModelJG9C,Active,Yes,High,Local,Group1,Cisco,HP,Contact1,Germany,HQ,West,GMT+5,Tag1
1990,AUSYCT-28A-SVZP,Firewall,Description of Device1236,12.83.84.226,e7:85:d6:c7:f6:b6,SNIEJZKN,ModelGAFE,Inactive,Yes,High,Global,Group4,IBM,Juniper,Contact4,Canada,Branch Office,West,GMT+5,Tag1
2507,AUSYCT-28A-TW6V,Switch,Description of Device1237,64.189.27.198,99:36:13:5c:78:5e,SNCIDFUF,Model3GIG,Active,No,High,Local,Group1,HP,Juniper,Contact4,UK,Warehouse,South,GMT+5,Tag2
2211,AUSYCT-28A-T2HD,Server,Description of Device1238,251.142.205.128,4c:2c:68:7a:3a:03,SNX6SVPB,Model63LY,Active,No,High,Local,Group1,Dell,Dell,Contact3,UK,HQ,North,GMT-8,Tag2
4726,AUSYCT-28A-L8H9,Switch,Description of Device1239,11.248.254.155,38:c8:9c:d1:8d:d7,SNN7CTKC,Model0ZAL,Inactive,Yes,Low,Global,Group2,Cisco,Dell,Contact1,Australia,Warehouse,North,GMT-8,Tag2
2724,AUSYCT-28A-OV5W,Firewall,Description of Device1240,38.125.197.12,12:d0:12:14:09:b1,SNN0YDVN,ModelCJ42,Inactive,No,Medium,Local,Group2,Dell,Juniper,Contact5,Canada,Branch Office,West,GMT-8,Tag2
